pond_id,cycle_id,measured_date,morning_temperature,evening_temperature,morning_do,evening_do,morning_salinity,evening_salinity,morning_pH,evening_pH,transparency,turbidity,ammonia,nitrate,nitrite,alkalinity,hardness,calcium,magnesium,carbonate,bicarbonate,tom,total_plankton_
6,15756,2023-03-13,30.051,32.506,4.762,4.767,16.901,14.741,7.978,8.662,40.0,,,,,,,,,,,,
32250,17729,2022-06-26,27.771,28.045,4.248,5.428,27.447,27.0,7.778,,,,,,,,,,,,,,
32250,17729,2022-07-09,27.636,,5.621,,23.87,,7.772,,,,,,,,,,,,,,
34702,17628,2022-12-13,29.8,31.6,4.066666667,4.733333333,36.0,,7.6,7.833333333,35.0,,,,0.12,240.0,,,,,,,
20914,12856,2022-09-17,27.7,,5.18,,27.0,,7.51,,40.0,,,,,,,,,,,,
18351,18675,2022-01-03,29.0,30.0,4.85,4.63,,28.0,7.62,8.0,,,,,,,,,,,,,
34695,15288,2023-01-07,30.633333333,31.6,3.166666667,2.65,,,,,40.0,,,,,,,,,,,,
7369,17721,2023-05-19,,,,,25.0,25.0,8.2,8.5,37.0,,,,,,,,,,,,
19173,19302,2022-08-22,,,,,12.0,12.0,26.0,,30.0,,,,,,,,,,,,
38790,19064,2023-04-05,29.452,32.33,4.249,5.16,23.546,22.21,8.33,,,,,,,,,,,,,,
35567,10703,2022-12-10,28.184,28.768,5.813,5.286,17.671,17.581,8.288,8.318,35.0,,,,,,,,,,,,
33317,16802,2022-06-22,,,,,12.0,,7.9,,20.0,,,,,100.0,,,,,,,
37346,15499,2023-01-07,27.3,27.9,4.2,4.1,15.0,15.0,8.38,8.47,60.0,,,,,,,,,,,,
34730,17126,2023-02-15,29.1,30.1,3.9,4.4,,,,,20.0,,,,,,,,,,,,
20910,19098,2022-07-24,27.7,,5.17,,23.0,,8.8,,50.0,,,,,,,,,,,,
33946,19693,2022-11-22,26.7,27.5,1.0,3.3,26.5,26.2,7.81,7.77,82.5,,,,,,,,,,,,
33758,15413,2022-07-16,28.093,27.106,3.379,5.489,20.21,21.65,7.47,,,,,,,,,,,,,,
34724,15505,2022-08-19,24.8,,4.1,5.1,15.6,,6.9,7.0,35.0,,0.08,,0.023,,,,,,,,
36811,20658,2023-01-05,28.5,29.8,3.12,2.42,27.7,,6.9,,25.0,,,,,,,,,,,,
34722,19688,2022-09-24,26.3,27.7,4.3,4.25,,,7.633333333,7.8,50.0,,,,,,,,,,,,
14352,16215,2022-11-22,,,,3.0,,,,7.4,20.0,,,,,,,,,,,,
34728,9090,2022-11-08,28.3,29.7,4.166666667,4.2,,,7.133333333,7.1,60.0,,,,,,,,,,,,
32324,17640,2022-07-26,,,,,9.0,,8.0,,30.0,,,,,120.0,,,,,,,
33364,12491,2022-06-05,,,,,13.0,,8.3,,37.0,,,,,,,,,,,,
34703,19078,2022-12-21,32.0,30.466666667,3.3,4.55,,,,,,,,,,,,,,,,,
34709,18877,2022-10-26,27.133333333,157.4,4.9,6.52,,,8.666666667,8.8,40.0,,,,,,,,,,,,
34709,18877,2022-11-21,29.4,29.9,3.833333333,4.283333333,,,6.7,7.6,45.0,,,,,,,,,,,,
18212,16294,2022-08-17,29.0,30.8,4.8,6.6,16.0,17.0,9.4,,70.0,,,,,,,,,,,,
34710,21350,2022-08-17,,25.7,,7.2,,,,8.4,85.0,,,,,,,,,,,,
7365,12867,2022-11-13,29.7,32.3,3.4,7.5,27.0,26.4,7.62,8.19,27.0,,,,,,,,,,,,
32197,19066,2022-07-11,26.927,29.44,5.223,5.983,20.0,20.0,7.675,,,,,,,,,,,,,,
7364,20750,2023-04-11,,,,,23.0,23.0,8.0,8.4,,,,,,,,,,,,,
38367,18224,2023-04-14,27.258,30.286,6.293,7.341,10.179,11.579,7.523,8.341,30.0,,,,,,,,,,,,
31442,15511,2022-05-09,29.0,31.0,,,30.0,30.0,8.3,8.4,67.5,,,,,,,,,,,,
32257,17634,2022-05-29,27.0,28.8,5.0,6.0,15.0,15.0,7.8,,,,,,,,,,,,,,
32244,18590,2022-07-06,28.701,30.0,4.781,6.393,22.909,22.0,7.98,,,,0.006,,2.7,116.0,4400.0,700.0,3700.0,28.0,88.0,89.0,
34709,18877,2022-11-10,28.7,29.033333333,4.6,5.233333333,,,7.5,7.6,40.0,,,,,,,,,,,,
34688,17274,2023-01-28,28.2,32.2,4.25,,,,8.0,,35.0,,,,,,,,,,,,
12664,18673,2022-04-09,21.8,25.0,,,17.8,17.6,8.08,,,,,,,,,,,,,,
34710,21350,2022-08-30,25.1,26.4,4.0,4.916666667,,,7.533333333,7.6,65.0,,,,0.025,,,,,,,,
32338,19555,2022-05-31,28.378,29.6,5.5,7.44,24.696,25.0,8.24,,,,,,,,,,,,,,
12521,18921,2021-07-02,27.0,29.0,,,,,7.8,,57.5,,,,,,,,,,,,
39614,20943,2023-05-08,27.847,28.718,4.412,5.849,24.074,21.798,8.289,8.453,,,,,,,,,,,,,
20917,12857,2022-08-14,,,,,24.0,,7.61,,30.0,,,,,,,,,,,,
31454,18753,2022-07-12,26.0,29.0,,,30.0,,7.8,8.3,40.0,,,,0.043,145.0,5454.0,416.0,1224.0,0.0,145.0,95.0,1190000.0
18354,20980,2021-11-09,29.0,29.0,5.26,4.52,,25.0,7.72,8.0,,,0.029,3.0,0.068,140.0,5200.0,1100.0,4100.0,20.0,120.0,52.0,0.0
32257,17634,2022-07-07,,29.6,,5.64,,18.0,,,,,,,,,,,,,,,
3,9096,2022-12-20,30.001,33.237,5.704,6.311,14.702,13.978,8.211,,100.0,,,,,,,,,,,,
19188,18134,2021-02-16,30.23,,5.05,,26.0,,8.3,,65.0,,,,,,,,,,,,
6,15756,2023-01-14,29.555,32.299,5.154,6.94,15.898,15.137,8.63,8.78,100.0,,,,,,,,,,,,
32180,18653,2022-09-26,27.528,30.057,4.435,5.504,27.121,28.754,8.268,8.412,,,,,,,,,,,,,
34690,20665,2022-12-16,30.1,31.833333333,4.7,5.733333333,,,8.3,8.233333333,35.0,,,,,,,,,,,,
23998,19261,2022-10-05,,,,,23.0,,8.2,,,,,,,,,,,,,,
7370,20739,2022-10-28,27.7,29.9,4.95,4.99,27.8,28.7,7.8,8.3,45.0,,,,,,,,,,,,1765000.0
36099,17743,2022-11-16,29.0,,,,35.0,,7.6,,50.0,,,,,,,,,,,,
12664,18673,2022-02-27,21.0,21.6,,,14.6,14.1,8.3,,,,,,,,,,,,,,
12664,18673,2022-03-14,20.4,,,,12.2,,8.1,,,,,,,,,,,,,,
12664,18673,2022-03-25,20.3,24.1,,,14.1,14.0,8.01,,,,,,,,,,,,,,
31480,18609,2022-06-07,28.0,30.0,,,31.0,,8.6,8.6,70.0,,,,,,,,,,,,
36819,23529,2022-11-05,31.181,33.364,4.95,4.664,33.532,30.653,7.553,7.523,,,,,,,,,,,,,
31471,12853,2022-07-21,27.0,29.0,,,28.0,,8.6,8.9,55.0,,,,,,,,,,,,
20917,12857,2022-09-24,26.8,,5.91,,21.0,,7.53,,40.0,,,,,,,,,,,,
32637,17563,2022-05-19,28.0,29.0,,,31.0,31.0,8.2,8.4,80.0,,,,,,,,,,,,
34732,16575,2023-05-10,25.633333333,26.5,6.1,5.6,,,7.366666667,8.0,35.0,,,,,,,,,,,,
32208,18789,2022-05-14,28.0,,,,26.4,,7.48,,,,,,,,,,,,,,
31477,14972,2022-06-12,26.0,29.0,,,30.0,,8.1,8.3,80.0,,,,,,,,,,,,
18213,23359,2022-10-07,25.1,27.3,6.8,5.8,16.0,17.0,8.0,,37.5,,,,,,,,,,,,
34719,18148,2022-12-25,27.7,29.6,5.166666667,5.02,,,7.5,7.5,50.0,,,,,,,,,,,,
36831,19239,2022-11-18,29.0,29.8,5.26,5.25,35.0,,8.08,,,,,,,,,,,,,,
36819,23529,2023-01-19,28.5,29.3,4.21,4.11,27.4,,7.18,,32.5,,,,,,,,,,,,
24013,16163,2021-11-22,29.775,32.569,4.592,5.805,15.233,14.759,8.261,,,,0.008,,0.04,64.0,3529.0,824.0,2706.0,0.0,64.0,64.0,295000.0
34698,17404,2022-12-03,27.1,30.2,5.05,7.6,,,,,,,,,,,,,,,,,
34726,20978,2022-09-05,24.5,26.1,4.7,7.683333333,16.0,,7.7,7.5,40.0,,,,0.03,,,,,,,,
34726,20978,2022-10-01,27.8,28.9,5.5,4.8,,,8.1,7.1,35.0,,,,0.15,,,,,,,,
34726,20978,2022-11-07,28.7,30.2,3.5,3.5,22.0,,8.0,7.1,55.0,,,,0.134,233.0,,,,,,,
34709,18877,2023-01-09,30.133333333,29.733333333,4.233333333,4.45,,,,,25.0,,,,,,,,,,,,
21964,18029,2021-06-17,28.1,29.8,6.06,5.87,30.0,,7.67,8.09,35.0,,,,,,,,,,,,
31878,21019,2022-07-20,28.0,30.0,,,28.0,,8.1,8.6,75.0,,,,,,,,,,,,
34727,15970,2022-09-23,25.7,27.8,4.4,6.083333333,17.0,,7.5,7.2,60.0,,,,,,,,,,,,
25401,15767,2022-04-25,30.1,30.1,8.0,8.0,25.0,25.0,7.85,7.85,100.0,,,,,,,,,,,,
32215,21413,2022-07-19,27.858,30.444,6.073,7.418,9.304,8.904,8.349,,,,,,,,,,,,,,
27104,20953,2021-12-10,,,,,,,8.01,8.19,72.5,,,,,,,,,,,,
19174,15490,2022-08-07,27.0,28.0,,,16.0,16.0,8.1,,40.0,,,,,,,,,,,,
14350,15982,2022-10-03,,28.96,,3.852,,31.977,,7.759,30.0,,,,,,,,,,,,
21965,20667,2021-05-18,28.3,28.6,5.59,5.28,19.0,,8.2,8.51,30.0,,,,,,,,,,,,0.0
38724,15832,2023-04-03,,,,,,,8.0,,,,,,,,,,,,,,
34429,15289,2022-09-26,29.546,,3.238,,8.666,,8.373,,35.0,,,,,,,,,,,,
31878,21019,2022-05-16,30.0,32.0,,,29.0,29.0,8.4,8.5,70.0,,,,,,,,,,,,
7370,20739,2022-12-16,28.3,30.4,3.68,4.75,30.0,30.0,7.53,8.9,21.0,,,,,,,,,,,,
34711,18671,2023-02-16,28.733333333,30.0,5.266666667,7.183333333,,,,,25.0,,,,,,,,,,,,
32319,22268,2022-07-15,,,,,14.0,,7.9,,30.0,,,,,,,,,,,,
16690,19312,2023-03-26,,,,4.5,,,,7.5,30.0,,,,,,,,,,,,
34703,19078,2023-01-14,29.333333333,31.166666667,3.366666667,4.75,,,,,35.0,,,,,,,,,,,,
30608,16799,2022-10-18,27.3,28.7,,,,24.0,8.81,9.01,,,,,,,,,,,,,
36811,20658,2022-11-12,28.915,,5.211,,32.991,,8.199,,,,,,,,,,,,,,
34710,21350,2022-09-23,25.2,27.1,4.0,6.025,22.3,,7.7,8.0,30.0,,,,,,,,,,,,
14352,16215,2022-09-10,27.963,,4.935,,38.705,,8.159,,110.0,,,,,,,,,,,,
36819,23529,2022-11-22,28.8,29.2,5.22,4.97,35.0,,8.06,,80.0,,,,,,,,,,,,
36139,20956,2023-07-07,27.44,27.44,4.41,4.44,16.777,16.44,8.22,,,,,,,,,,,,,,
33365,19957,2022-11-13,,,,,8.0,,7.9,,45.0,,,,,130.0,,,,,,,
12568,18367,2022-05-23,28.0,31.3,,,,,8.7,8.9,90.0,,,,,,,,,,,,
32233,7616,2022-06-29,26.4,28.5,4.6,7.47,14.9,15.16,8.12,,,,,,,,,,,,,,
38758,17941,2023-05-14,,,,,,,8.5,,,,,,,,,,,,,,
31335,17857,2022-05-13,27.4,30.1,6.02,5.38,13.5,12.5,8.0,8.15,,,,,,,,,,,,,
21959,20669,2021-04-25,28.6,30.1,5.94,6.11,21.0,,8.2,8.59,35.0,,,,,,,,,,,,
34724,15505,2022-07-24,24.2,25.2,5.6,7.6,16.0,16.0,8.3,8.5,40.0,,,,,,,,,,,,
21964,18029,2021-05-28,28.5,30.1,5.36,5.57,24.0,,7.76,8.21,25.0,,,,,,,,,,,106.18,0.0
32638,15498,2022-06-06,27.0,28.0,,,31.0,31.0,8.1,8.1,110.0,,,,0.017,135.0,5600.0,400.0,1264.0,4.0,131.0,78.0,220000.0
32638,17631,2022-11-30,27.0,29.0,5.36,,32.0,,7.6,8.2,30.0,,,,,,,,,,,,
32505,15773,2022-06-05,27.4,29.7,5.5,7.0,25.0,25.0,7.9,,,,,,,,,,,,,,
13268,16328,2022-08-12,26.0,28.0,,,16.0,16.0,8.1,,35.0,,,,,,,,,,,,
18212,16294,2022-08-23,27.1,29.9,4.3,6.1,18.0,15.0,9.0,,62.5,,,,,,,,,,,,
7365,12867,2022-12-28,26.8,,4.42,,22.0,21.0,7.6,,35.0,,,,,,,,,,,,315000.0
38253,19306,2023-06-17,,27.6,,4.88,35.0,,7.8,8.1,60.0,,,,,,,,,,,,
16690,19312,2023-03-13,,,,5.1,,,,7.4,30.0,,,,,,,,,,,,
39615,16142,2023-05-10,27.328,28.963,3.902,7.047,23.411,22.741,8.069,,,,,,,,,,,,,,
30609,19068,2022-10-17,27.4,28.6,,,,20.0,8.74,8.95,,,,,,,,,,,,,
31460,15308,2022-12-08,27.0,29.0,,,25.0,,7.7,7.9,35.0,,,,,,,,,,,,
33362,20550,2022-09-07,,,,,5.0,,7.9,,,,,,,140.0,,,,,,,
34727,16136,2023-05-05,25.9,27.3,4.4,5.8,,,7.3,7.2,60.0,,,,,,,,,,,,
19651,21098,2021-10-15,,31.7,,4.855,30.0,28.0,8.1,,65.0,,,,,,,,,,,,
16048,14577,2022-04-28,28.4,30.3,6.0,5.7,25.0,25.0,8.1,,60.0,,,,,,,,,,,,
24265,17403,2023-04-17,28.0,,,,5.0,,7.9,,45.0,,,,,,,,,,,,
34731,18142,2023-04-01,27.7,28.3,7.2,7.26,,,7.3,7.5,75.0,,,,,,,,,,,,
30610,20663,2022-04-23,28.9,31.2,4.7,,,,7.87,7.8,30.0,,,,,,,,,,,,
30610,19072,2022-07-03,26.9,29.1,,,19.0,,8.51,,35.0,,,,0.698,158.0,3868.0,285.0,838.0,12.0,146.0,49.14,470000.0
19194,17717,2021-10-27,,30.0,,5.215,34.0,35.0,7.8,,25.0,,,,,,,,,,,,
13268,16328,2022-07-23,,,,,18.0,18.0,8.3,,40.0,,,,0.04,162.0,3266.0,553.0,2714.0,31.0,131.0,106.0,190000.0
16050,12864,2022-03-19,30.0,32.0,6.4,7.0,23.0,21.0,8.7,,85.0,,,,,,,,,,,,
38725,20614,2023-01-01,,,,,,,8.46,8.71,,,,,,,,,,,,,
38725,20614,2023-04-08,,,,,,,8.1,,,,,,,,,,,,,,
34698,17404,2022-12-18,29.3,30.4,,4.98,,,,,15.0,,,,,,,,,,,,
34697,15836,2023-03-07,29.166666667,30.6,4.9,7.55,,,,,75.0,,,,,,,,,,,,
34697,15836,2023-05-30,25.1,26.5,4.6,6.9,,,7.6,7.2,30.0,,,,,,,,,,,,
36583,21273,2022-11-19,29.0,30.0,,,29.0,,9.1,9.5,27.5,,,,,,,,,,,,
32730,20076,2022-06-11,28.0,31.6,3.0,4.0,28.0,27.0,7.66,,,,,,,,,,,,,,
24570,18591,2023-03-27,,,,,,,7.9,,,,,,,,,,,,,,
38591,16588,2023-03-01,27.1,29.93,5.066,,20.0,20.0,8.51,,,,,,,,,,,,,,
34703,19078,2023-01-16,29.9,29.966666667,4.0,4.85,,,,,120.0,,,,,,,,,,,,
34732,16575,2023-02-15,30.1,31.2,4.35,4.9,,,,,50.0,,,,,,,,,,,,
34696,18405,2023-04-02,27.266666667,28.5,5.3,7.35,,,7.7,8.383333333,35.0,,,,,,,,,,,,
19189,18468,2021-04-17,,,,,17.0,17.0,8.1,,40.0,,,,,,,,,,,,
38737,19692,2023-03-22,,,,,,,7.8,,,,,,,,,,,,,,
30607,20429,2022-03-10,28.8,30.8,,,,,8.63,8.94,40.0,,,,0.012,150.0,2908.0,204.0,633.0,17.0,134.0,44.69,264000.0
38253,19306,2023-06-04,,28.8,,4.38,33.0,,7.7,7.8,35.0,,,,,,,,,,,,
32213,17832,2022-08-27,26.156,28.898,5.071,6.239,14.238,13.576,7.782,,,,,,,,,,,,,,
31460,15308,2022-11-14,28.0,31.0,,,30.0,,8.6,9.2,25.0,,,,,,,,,,,,
36814,19686,2023-01-05,28.8,30.0,3.16,2.89,28.3,,7.1,,40.0,,,,,,,,,,,,
31374,19683,2022-05-11,26.5,29.1,5.3,5.1,26.6,26.5,7.88,7.86,20.0,,,,,,,,,,,,
32244,18590,2022-06-23,27.974,28.942,4.772,5.928,25.436,25.265,7.873,,,,,,,,,,,,,,
34731,16167,2022-12-06,29.466666667,,3.5,,,,5.6,,,,,,,,,,,,,,
34731,18142,2023-01-29,30.2,32.7,5.2,7.6,,,8.6,8.8,70.0,,,,,,,,,,,,
31481,20992,2022-06-25,27.0,30.0,,,30.0,,7.8,8.3,35.0,,,,,,,,,,,,
34729,20975,2023-03-08,29.6,30.333333333,4.3,5.9,,,,,45.0,,,,,,,,,,,,
34715,22184,2023-01-07,30.0,30.5,4.05,4.55,,,7.7,7.9,30.0,,,,,,,,,,,,
38253,19306,2023-05-20,,28.4,,4.64,30.0,,7.7,7.9,40.0,,,,2.706,170.0,5300.0,400.0,45.0,0.0,170.0,118.05,
19173,19302,2022-09-12,27.0,30.0,,,13.0,13.0,8.3,,30.0,,,,,,,,,,,,
34691,14094,2023-01-17,29.7,31.1,4.266666667,6.5,,,8.0,8.3,,,,,,,,,,,,,
31443,20714,2022-12-26,25.0,27.0,6.36,,28.0,,7.4,7.9,35.0,,,,1.954,80.0,5200.0,400.0,1166.0,0.0,80.0,105.0,780000.0
33317,16802,2022-05-06,,,,,12.0,,8.0,,32.0,,,,,120.0,,,,,,,
32244,18590,2022-07-08,27.1,29.458,5.363,8.814,25.84,23.367,8.362,,,,,,,,,,,,,,
34731,16167,2022-11-21,30.2,30.6,2.9,2.3,,,7.6,7.6,,,,,0.35,320.0,,,,,,,
8,19313,2022-08-31,27.605,28.111,3.632,4.701,27.402,26.74,8.202,8.67,70.0,,,,,103.0,6241.0,1418.0,4823.0,29.0,74.0,69.0,
36826,20151,2022-12-11,29.3,31.4,4.61,4.13,30.5,,7.5,,37.5,,,,,,,,,,,,870000.0
20912,16365,2022-10-14,26.4,,5.88,,25.0,,7.58,,40.0,,0.023,,,,,,,,,,
18213,23359,2022-10-22,15.2,,17.4,,19.0,,8.1,,60.0,,,,,,,,,,,,
7365,12867,2022-09-20,,,,,30.0,30.0,8.2,8.4,,,,,,,,,,,,,457500.0
33522,16156,2022-11-25,28.0,29.7,4.88,4.61,29.0,29.0,7.66,8.21,40.0,,,,,,,,,,,,78.0
34490,18446,2023-04-11,28.0,31.0,,,31.0,31.0,7.5,7.8,30.0,,,,,,,,,,,,
34693,21026,2023-01-08,30.95,31.1,4.9,5.333333333,,,8.3,8.4,50.0,,,,,,,,,,,,
34697,16054,2022-08-09,23.7,25.1,6.5,11.3,,,8.0,8.6,80.0,,,,0.01,,,,,,,,
36818,18427,2022-11-26,27.5,28.7,5.0,5.23,34.0,,7.96,,50.0,,,,,,,,,,,,2180000.0
31258,15005,2022-04-01,28.0,,,,23.0,,8.1,,80.0,,,,,,,,,,,,
38758,17941,2023-05-25,,,,,,,,,,,,,,,,,,,,,
38263,19372,2023-04-08,,,,,28.0,,7.9,8.0,57.5,,,,,,,,,,,,
34705,17738,2022-12-19,29.033333333,29.5,5.466666667,5.116666667,,,6.433333333,7.5,30.0,,,,,,,,,,,,
38248,21024,2023-06-03,,28.7,,4.48,33.0,,7.8,8.0,27.5,,,,,,,,,,,,
13251,19615,2023-01-13,28.6,32.0,,,10.0,11.0,7.75,8.3,27.5,,,,,,,,,,,,
13251,19615,2023-02-19,27.11,28.932,7.238,8.645,9.0,10.0,8.031,8.548,27.5,,,,,,,,,,,,
31256,17532,2022-04-15,29.0,,,,28.0,,8.1,,50.0,,,,,,,,,,,,
36814,19686,2023-01-25,29.2,30.4,3.51,3.34,27.0,,7.28,,32.5,,0.028,50.0,0.0,110.0,5500.0,400.0,1337.0,0.0,110.0,197.0,540000.7
21974,18403,2021-04-23,28.7,30.1,5.99,4.96,24.0,,7.87,8.4,42.5,,,,,,,,,,,,
34730,17126,2023-01-31,30.7,31.31,3.7,4.1,,,7.5,,35.0,,,,,,,,,,,,
33362,20550,2022-10-14,,,,,8.0,,7.8,,,,,,,,,,,,,,
32247,18924,2022-05-30,26.93,29.7,5.0,8.0,17.0,17.0,8.12,,,,,,,,,,,,,,
7368,18925,2022-10-31,28.3,31.7,3.79,7.5,29.0,28.0,8.0,8.6,20.0,,,,,,,,,,,,
32198,15496,2022-05-13,28.8,29.4,,,20.0,20.0,7.46,,,,,,,,,,,,,,
12542,14822,2022-08-10,27.2,29.7,,,,,7.9,,37.5,,,,,,,,,,,,
31866,20837,2023-01-04,27.0,30.0,,,19.0,,7.5,8.1,40.5,,,,0.137,108.0,3600.0,360.0,787.0,0.0,108.0,111.0,2072500.0
31250,19369,2022-08-27,27.0,,,,25.0,,8.07,,90.0,,,,,,,,,,,,
33318,19530,2022-09-06,,,,,8.0,,7.7,,,,,,,,,,,,,,
21973,18918,2021-06-28,28.2,28.1,5.2,4.6,27.0,,7.34,7.78,25.0,,,,0.4,155.0,5105.0,320.0,1050.0,0.0,155.0,,600000.0
33965,15508,2022-08-14,27.4,29.4,6.0,5.2,,,8.4,8.6,35.0,,,,,,,,,,,,
20106,19433,2022-03-17,29.0,31.0,,,22.0,22.0,8.1,8.4,47.5,,,,,,,,,,,,
33136,19370,2022-07-07,,,,,15.0,,7.8,,30.0,,,,,,,,,,,,
31329,16064,2022-06-05,27.0,29.1,6.06,5.05,15.0,14.9,8.2,7.94,,,,,,,,,,,,,
36829,19252,2022-12-04,29.2,29.5,4.39,3.91,31.0,,7.1,,40.0,,,,,,,,,,,,1590000.05
32233,7616,2022-09-10,29.172,30.45,6.017,6.691,13.726,14.36,8.3,,,,,,,,,,,,,,
38259,18057,2023-03-18,,,,,31.0,,8.2,8.4,87.5,,,,,,,,,,,,
32637,15804,2022-10-30,27.0,30.0,,,34.0,,8.9,9.4,40.0,,,,,,,,,,,,
32180,18653,2022-10-28,26.567,29.768,4.427,5.296,22.398,22.39,7.764,,,,,,,,,,,,,,
36656,20294,2023-04-06,29.4,,,,4.8,,7.9,,20.0,,,,,,,,,,,,
37064,15301,2023-04-11,28.1,30.8,5.3,6.4,20.0,20.0,8.0,8.5,42.5,,,,,,,,,,,,
34718,19048,2022-11-13,28.7,30.3,4.866666667,6.38,,,7.7,8.0,45.0,,,,,,,,,,,,
32179,17730,2022-10-27,26.9,28.854,5.083,5.848,25.674,24.139,7.67,,,,,,,,,,,,,,
34717,19316,2023-01-18,28.7,30.1,4.0,4.8,,,7.5,7.7,40.0,,,,,,,,,,,,
14351,17112,2022-10-29,,,,3.9,,,,7.5,30.0,,,,,,,,,,,,
34728,9090,2022-09-20,25.7,26.633333333,4.4,7.883333333,,,7.8,8.2,45.0,,,,,,,,,,,,
12273,17831,2022-04-23,28.142,30.93,6.531,8.342,20.078,18.519,8.156,,60.0,,,,,,,,,,,,
7366,20610,2022-10-15,29.2,31.2,3.93,7.43,28.0,28.0,8.1,8.4,35.0,,,1.0,0.0,159.0,5785.586,338.0,1200.0,,,,1005000.0
31875,16335,2022-06-28,27.0,29.0,,,28.0,,7.9,8.2,60.0,,,,0.04,146.0,5205.0,458.0,1154.0,0.0,146.0,104.0,1870000.0
34690,20665,2023-03-10,27.7,27.7,4.033333333,4.6,,,,,,,,,,,,,,,,,
34709,18877,2023-01-07,30.2,30.9,4.366666667,5.2,,,,,30.0,,,,,,,,,,,,
32214,16050,2022-05-27,26.984,30.776,7.111,7.001,9.892,9.42,7.38,,,,,,,,,,,,,,
32629,20989,2022-12-04,,,,,6.0,,8.0,,30.0,,,,,,,,,,,,
32338,19555,2022-07-30,27.0,30.07,5.28,5.52,24.0,24.0,7.5,,,,,,,,,,,,,,
32319,22268,2022-06-19,,,,,19.0,,7.9,,30.0,,,,,,,,,,,,
13266,16563,2022-08-21,26.0,28.0,,,19.0,19.0,8.0,,40.0,,,,,,,,,,,,
20913,12357,2022-10-13,27.2,,5.65,,25.0,,7.55,,50.0,,,,,,,,,,,,
1,12866,2022-12-27,26.669,28.133,6.618,6.619,13.124,12.703,8.086,8.385,100.0,,,,,,,,,,,,
31442,15511,2022-04-30,,,,,28.0,28.0,8.4,,80.0,,,,,,,,,,,,
7385,18232,2022-12-23,27.4,29.0,5.07,5.78,26.0,26.0,7.6,8.6,30.0,,,,,,,,,,,,327500.0
18393,18989,2021-12-29,28.0,29.0,4.65,4.48,,28.0,7.64,8.0,,,,,,,,,,,,,
40876,21023,2023-02-13,29.9,,3.8,,28.0,,7.6,,32.0,,0.1,,0.0,120.0,,,,,,,
32306,15758,2022-07-02,26.795,28.444,6.002,7.11,8.097,8.363,7.817,,,,,,,,,,,,,,
34711,18671,2023-04-11,28.733333333,30.1,3.3,4.9,,,6.9,7.766666667,30.0,,,,,,,,,,,,
32211,20124,2022-05-24,28.0,29.7,5.0,8.0,19.0,19.0,7.95,,,,,,,,,,,,,,
32211,20124,2022-06-04,27.5,30.2,7.12,5.6,18.3,16.9,7.8,,,,,,,,,,,,,,
38760,21020,2023-03-16,,,,,,,8.0,,,,,,,,,,,,,,
38592,16008,2023-03-02,28.928,30.113,4.977,4.74,13.095,12.142,8.139,,,,,,,,,,,,,,
32640,17726,2022-12-25,27.0,27.0,,,24.0,,7.5,7.9,30.0,,,,,,,,,,,,
34691,14094,2022-12-24,27.8,29.6,5.4,5.125,,,8.033333333,7.8,35.0,,,,,,,,,,,,
34732,16575,2023-03-24,29.4,31.2,3.466666667,4.8,,,10.766666667,13.0,40.0,,,,,,,,,,,,
31465,15772,2022-11-25,27.0,26.0,,,30.0,,8.9,9.0,40.0,,,,,,,,,,,,
31465,15772,2022-12-21,28.0,30.0,,,24.0,,7.7,8.2,27.5,,,,0.053,120.0,4500.0,400.0,996.0,0.0,120.0,86.0,2020000.0
38737,19692,2023-03-11,,,,,,,7.9,,,,,,,,,,,,,,
31344,20216,2022-04-11,27.698,31.142,2.016,3.967,19.907,17.973,7.915,,40.0,,,,,,,,,,,,
32248,18140,2022-09-19,29.717,31.435,5.565,6.417,20.511,20.066,8.01,,,,,,,,,,,,,,
1,14585,2022-02-02,30.478,32.458,4.898,5.34,15.623,14.851,8.078,8.294,100.0,,,,,,,,,,,,
32335,18919,2022-06-06,28.534,30.085,4.795,13.361,18.662,17.029,7.838,,,,,,,,,,,,,,
7385,18232,2022-11-27,29.1,30.9,4.83,5.92,24.0,24.0,7.2,7.8,27.0,,,,,,,,,,,,
34709,18877,2022-10-28,27.2,29.2,3.833333333,9.2,,,8.7,8.8,40.0,,,,,,,,,,,,
34727,16136,2023-01-13,29.4,30.5,6.5,7.0,,,8.5,8.5,85.0,,,,,,,,,,,,
3,17639,2022-03-22,28.3,,4.53,,16.573,,7.661,,35.0,,,,,,,,,,,,
7371,15868,2022-11-23,28.1,30.4,4.81,6.58,28.0,27.0,7.5,8.6,25.0,,,,,,,,,,,,550000.0
35568,15869,2023-01-12,27.4,29.4,5.1,4.7,16.0,15.0,8.0,8.6,35.0,,,,,90.0,,200.0,500.0,,,,99.99
33358,17747,2022-06-09,,,,,20.0,,8.0,,20.0,,,,,135.0,,,,,,,
31651,15402,2022-03-17,,,,,,,,,,,0.2,,0.3,110.0,,,,,,,
7387,20662,2023-01-20,28.0,30.1,4.93,4.51,23.0,23.0,7.6,,30.0,,,,,,,,,,,,
6,15756,2023-03-02,27.528,28.613,5.283,5.596,17.445,16.993,8.038,8.437,50.0,,,,,,,,,,,,
16048,14577,2022-04-13,27.5,29.9,7.0,6.5,27.0,27.0,8.6,,30.0,,,,,,,,,,,,
12273,17831,2022-04-03,,,,,20.0,,7.95,,100.0,,,,,,,,,,,,
